=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.28 11:20:18 =~=~=~=~=~=~=~=~=~=~=~=
Initializing MAX30100 for raw data..SUCCESS
Initializing PulseOximeter..SUCCESS

==========================================
Press 's' to start 2-minute data collection
Minute 1: RAW IR/Red data (0.1s intervals)
Minute 2: Processed BPM/SpO2 data (0.1s intervals)
==========================================

==========================================
=== 2-MINUTE DATA COLLECTION STARTED ===
PHASE 1 (0-600 tenths of seconds): RAW IR/Red data
Format: RAW,Time_0.1s,IR_raw,Red_raw,GSR_V,GSR_raw
RAW,59.7,11544,11152,3.021,618
RAW,59.8,11555,11154,3.025,619
RAW,60.0,11555,11158,3.055,625
RAW,60.2,11560,11153,3.055,625
RAW,60.2,11559,11149,3.025,619
RAW,60.5,11565,11157,3.025,619
RAW,60.7,11567,11160,3.021,618
RAW,60.7,11578,11160,3.055,625
RAW,61.0,11572,11166,3.050,624
RAW,61.2,11575,11172,3.050,624
RAW,61.2,11570,11160,3.021,618
RAW,61.5,11579,11163,3.021,618
RAW,61.5,11581,11161,3.050,624
RAW,61.8,11584,11165,3.050,624
RAW,62.0,11587,11161,3.050,624
RAW,62.0,11583,11167,3.021,618
RAW,62.2,11570,11149,3.016,617
RAW,62.5,11510,11113,3.021,618
RAW,62.6,11452,11075,3.050,624
RAW,62.7,11329,11022,3.055,625
RAW,62.8,11293,11005,3.016,617
RAW,63.1,11242,10987,3.021,618
RAW,63.2,11236,10981,3.050,624
RAW,63.3,11240,10995,3.055,625
RAW,63.5,11254,10997,3.021,618
RAW,63.7,11276,11006,3.021,618
RAW,63.7,11295,11016,3.050,624
RAW,64.0,11337,11038,3.055,625
RAW,64.2,11379,11054,3.050,624
RAW,64.4,11401,11070,3.050,624
RAW,64.5,11423,11080,3.021,618
RAW,64.7,11438,11086,3.016,617
RAW,64.8,11454,11092,3.055,625
RAW,65.0,11470,11099,3.050,624
RAW,65.2,11481,11095,3.050,624
RAW,65.3,11478,11099,3.021,618
RAW,65.5,11478,11090,3.021,618
RAW,65.6,11476,11094,3.055,625
RAW,65.8,11454,11082,3.045,623
RAW,65.9,11476,11089,3.021,618
RAW,66.1,11466,11086,3.016,617
RAW,66.2,11462,11094,3.055,625
RAW,66.4,11473,11078,3.050,624
RAW,66.5,11476,11091,3.021,618
RAW,66.7,11480,11083,3.016,617
RAW,66.8,11491,11083,3.055,625
RAW,67.0,11500,11096,3.050,624
RAW,67.1,11495,11100,3.021,618
RAW,67.3,11509,11085,3.016,617
RAW,67.4,11512,11099,3.055,625
RAW,67.6,11509,11101,3.050,624
RAW,67.7,11520,11089,3.021,618
RAW,67.9,11525,11101,3.016,617
RAW,68.0,11518,11092,3.055,625
RAW,68.2,11526,11097,3.050,624
RAW,68.4,11529,11095,3.050,624
RAW,68.5,11528,11100,3.016,617
RAW,68.7,11524,11090,3.016,617
RAW,68.8,11531,11094,3.050,624
RAW,69.0,11536,11095,3.050,624
RAW,69.1,11540,11097,3.011,616
RAW,69.3,11535,11096,3.016,617
RAW,69.4,11533,11099,3.045,623
RAW,69.6,11547,11095,3.055,625
RAW,69.7,11537,11096,3.011,616
RAW,69.9,11541,11098,3.011,616
RAW,70.0,11522,11080,3.050,624
RAW,70.2,11445,11033,3.050,624
RAW,70.4,11328,10983,3.050,624
RAW,70.5,11289,10963,3.011,616
RAW,70.7,11249,10950,3.011,616
RAW,70.8,11238,10947,3.050,624
RAW,71.0,11233,10936,3.045,623
RAW,71.2,11270,10957,3.050,624
RAW,71.3,11286,10961,3.011,616
RAW,71.5,11332,10983,3.016,617
RAW,71.8,11380,11009,3.045,623
RAW,71.9,11384,11009,3.011,616
RAW,72.1,11422,11021,3.011,616
RAW,72.2,11419,11024,3.050,624
RAW,72.4,11434,11034,3.045,623
RAW,72.5,11454,11030,3.011,616
RAW,72.7,11465,11033,3.006,615
RAW,72.7,11456,11037,3.045,623
RAW,73.0,11451,11027,3.045,623
RAW,73.2,11455,11035,3.045,623
RAW,73.3,11450,11030,3.011,616
RAW,73.4,11453,11028,3.045,623
RAW,73.6,11452,11035,3.045,623
RAW,73.7,11444,11035,3.011,616
RAW,73.9,11458,11029,3.006,615
RAW,74.0,11460,11032,3.045,623
RAW,74.2,11462,11038,3.045,623
RAW,74.4,11467,11036,3.045,623
RAW,74.4,11462,11038,3.006,615
RAW,74.7,11469,11040,3.011,616
RAW,74.8,11477,11036,3.045,623
RAW,75.0,11477,11046,3.045,623
RAW,75.1,11487,11039,3.011,616
RAW,75.3,11489,11041,3.006,615
RAW,75.5,11491,11037,3.006,615
RAW,75.6,11492,11042,3.045,623
RAW,75.8,11488,11040,3.040,622
RAW,75.9,11496,11042,3.011,616
RAW,76.1,11497,11034,3.001,614
RAW,76.1,11504,11036,3.045,623
RAW,76.4,11503,11037,3.045,623
RAW,76.5,11509,11046,3.011,616
RAW,76.7,11506,11044,3.006,615
RAW,76.9,11497,11032,3.006,615
RAW,77.0,11477,11026,3.040,622
RAW,77.2,11400,10975,3.045,623
RAW,77.3,11340,10954,3.006,615
RAW,77.4,11240,10918,3.011,616
RAW,77.6,11221,10909,3.045,623
RAW,77.8,11221,10894,3.045,623
RAW,77.8,11215,10893,3.001,614
RAW,78.1,11231,10908,3.006,615
RAW,78.3,11255,10920,3.006,615
RAW,78.5,11294,10948,3.006,615
RAW,78.7,11324,10958,3.001,614
RAW,78.9,11364,10974,3.006,615
RAW,79.0,11379,10986,3.040,622
RAW,79.1,11397,10990,3.045,623
RAW,79.3,11405,10990,3.001,614
RAW,79.5,11422,10998,3.001,614
RAW,79.7,11417,11002,3.001,614
RAW,79.8,11427,10998,3.045,623
RAW,79.9,11424,10999,3.001,614
RAW,80.1,11417,10993,3.006,615
RAW,80.3,11407,10996,3.006,615
RAW,80.3,11410,10989,3.040,622
RAW,80.6,11407,10984,3.045,623
RAW,80.7,11404,10986,3.006,615
RAW,80.8,11414,10985,3.001,614
RAW,81.1,11420,10992,3.006,615
RAW,81.2,11422,10989,3.045,623
RAW,81.4,11433,10997,3.045,623
RAW,81.5,11452,10997,3.006,615
RAW,81.6,11451,10997,3.006,615
RAW,81.9,11459,11000,3.001,614
RAW,82.0,11449,10997,3.045,623
RAW,82.1,11455,11001,3.040,622
RAW,82.3,11455,11006,3.006,615
RAW,82.5,11469,11002,3.001,614
RAW,82.7,11458,11008,3.006,615
RAW,82.8,11464,10996,3.040,622
RAW,82.9,11465,10996,3.045,623
RAW,83.1,11477,11006,3.001,614
RAW,83.3,11478,10993,3.006,615
