=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.31 10:24:36 =~=~=~=~=~=~=~=~=~=~=~=
Initializing MAX30100 for raw data..SUCCESS
Initializing PulseOximeter..SUCCESS

==========================================
Press 's' to start 2-minute data collection
Minute 1: RAW IR/Red data (0.1s intervals)
Minute 2: Processed BPM/SpO2 data (0.1s intervals)
==========================================

==========================================
=== 2-MINUTE DATA COLLECTION STARTED ===
PHASE 1 (0-600 tenths of seconds): RAW IR/Red data
Format: RAW,Time_0.1s,IR_raw,Red_raw,GSR_V,GSR_raw
RAW,52.9,8192,7070,2.165,443
RAW,53.2,8187,7065,2.165,443
RAW,53.4,8183,7071,2.165,443
RAW,53.6,8182,7074,2.160,442
RAW,53.7,8184,7072,2.165,443
RAW,53.9,8186,7077,2.160,442
RAW,54.2,8185,7074,2.165,443
RAW,54.4,8188,7078,2.160,442
RAW,54.6,8186,7074,2.160,442
RAW,54.7,8190,7074,2.160,442
RAW,54.9,8196,7077,2.160,442
RAW,55.1,8190,7072,2.160,442
RAW,55.2,8189,7077,2.165,443
RAW,55.4,8188,7076,2.160,442
RAW,55.7,8197,7068,2.160,442
RAW,55.9,8192,7071,2.155,441
RAW,56.1,8191,7070,2.155,441
RAW,56.2,8196,7079,2.151,440
RAW,56.4,8191,7074,2.155,441
RAW,56.7,8203,7078,2.151,440
RAW,56.9,8200,7085,2.151,440
RAW,57.2,8212,7085,2.146,439
RAW,57.4,8209,7084,2.146,439
RAW,57.7,8219,7088,2.141,438
RAW,57.9,8227,7091,2.141,438
RAW,58.2,8221,7091,2.136,437
RAW,58.4,8229,7091,2.131,436
RAW,58.5,8225,7087,2.131,436
RAW,58.7,8225,7095,2.131,436
RAW,58.9,8234,7094,2.126,435
RAW,59.0,8226,7094,2.126,435
RAW,59.2,8229,7099,2.121,434
RAW,59.4,8230,7098,2.121,434
RAW,59.5,8233,7101,2.121,434
RAW,59.7,8226,7101,2.121,434
RAW,59.9,8213,7093,2.116,433
RAW,60.0,8204,7084,2.116,433
RAW,60.2,8183,7070,2.111,432
RAW,60.5,8153,7058,2.107,431
RAW,60.7,8148,7053,2.107,431
RAW,60.9,8141,7050,2.107,431
RAW,61.1,8155,7056,2.102,430
RAW,61.3,8152,7053,2.102,430
RAW,61.5,8161,7056,2.097,429
RAW,61.6,8168,7049,2.097,429
RAW,61.8,8172,7055,2.092,428
RAW,62.0,8182,7062,2.092,428
RAW,62.2,8194,7058,2.087,427
RAW,62.5,8203,7068,2.082,426
RAW,62.6,8201,7064,2.077,425
RAW,62.8,8204,7064,2.077,425
RAW,63.0,8206,7064,2.072,424
RAW,63.1,8204,7061,2.072,424
RAW,63.3,8206,7061,2.067,423
RAW,63.5,8207,7064,2.067,423
RAW,63.6,8209,7064,2.063,422
RAW,63.8,8217,7063,2.063,422
RAW,64.0,8217,7068,2.063,422
RAW,64.3,8228,7069,2.058,421
RAW,64.5,8226,7072,2.053,420
RAW,64.7,8229,7067,2.053,420
RAW,64.8,8227,7074,2.048,419
RAW,65.0,8224,7073,2.048,419
RAW,65.2,8224,7068,2.043,418
RAW,65.3,8224,7069,2.043,418
RAW,65.5,8223,7068,2.038,417
RAW,65.8,8224,7067,2.038,417
RAW,66.0,8227,7072,2.033,416
RAW,66.3,8229,7062,2.028,415
RAW,66.5,8232,7069,2.023,414
RAW,66.7,8232,7069,2.028,415
RAW,66.8,8238,7072,2.023,414
RAW,67.0,8239,7082,2.023,414
RAW,67.3,8240,7078,2.019,413
RAW,67.5,8225,7073,2.019,413
RAW,67.7,8214,7068,2.019,413
RAW,67.8,8214,7069,2.019,413
RAW,68.0,8220,7071,2.014,412
RAW,68.3,8225,7080,2.014,412
RAW,68.5,8228,7080,2.009,411
RAW,68.7,8224,7081,2.009,411
RAW,68.8,8235,7079,2.014,412
RAW,69.0,8240,7084,2.009,411
RAW,69.2,8235,7080,2.009,411
RAW,69.3,8235,7077,2.009,411
RAW,69.5,8238,7082,2.009,411
RAW,69.7,8252,7087,2.009,411
RAW,69.8,8251,7086,2.009,411
RAW,70.0,8255,7093,2.009,411
RAW,70.2,8250,7089,2.009,411
RAW,70.5,8253,7086,2.009,411
RAW,70.7,8263,7088,2.004,410
RAW,70.9,8261,7091,2.009,411
RAW,71.0,8255,7094,2.004,410
RAW,71.2,8261,7092,2.004,410
RAW,71.4,8260,7099,2.004,410
RAW,71.5,8265,7091,2.009,411
RAW,71.7,8271,7100,2.004,410
RAW,71.9,8266,7095,2.009,411
RAW,72.0,8276,7107,2.009,411
RAW,72.2,8269,7104,2.009,411
RAW,72.4,8269,7101,2.009,411
RAW,72.5,8272,7102,2.009,411
RAW,72.7,8279,7104,2.009,411
RAW,72.9,8274,7100,2.009,411
RAW,73.2,8280,7100,2.009,411
RAW,73.4,8282,7104,2.009,411
RAW,73.7,8286,7105,2.009,411
RAW,73.9,8283,7108,2.009,411
RAW,74.1,8287,7103,2.009,411
RAW,74.2,8289,7102,2.009,411
RAW,74.4,8283,7106,2.009,411
RAW,74.6,8278,7099,2.009,411
RAW,74.7,8267,7088,2.009,411
RAW,74.9,8237,7082,2.009,411
RAW,75.1,8226,7079,2.009,411
RAW,75.2,8223,7069,2.014,412
RAW,75.4,8205,7072,2.009,411
RAW,75.6,8212,7072,2.014,412
RAW,75.7,8210,7071,2.014,412
RAW,75.9,8214,7064,2.014,412
RAW,76.1,8208,7070,2.014,412
RAW,76.2,8213,7073,2.014,412
RAW,76.4,8213,7071,2.014,412
RAW,76.6,8221,7081,2.014,412
RAW,76.7,8225,7076,2.014,412
RAW,76.9,8233,7079,2.019,413
RAW,77.1,8236,7086,2.014,412
RAW,77.2,8238,7086,2.014,412
RAW,77.4,8244,7087,2.014,412
RAW,77.6,8243,7089,2.019,413
RAW,77.7,8247,7087,2.014,412
RAW,77.9,8252,7093,2.019,413
RAW,78.1,8241,7088,2.014,412
RAW,78.2,8250,7087,2.019,413
RAW,78.4,8240,7091,2.014,412
RAW,78.6,8247,7085,2.014,412
RAW,78.7,8248,7080,2.014,412
RAW,78.9,8247,7087,2.014,412
RAW,79.1,8253,7080,2.014,412
RAW,79.2,8246,7080,2.019,413
RAW,79.4,8245,7083,2.014,412
RAW,79.7,8246,7081,2.019,413
RAW,79.9,8258,7079,2.014,412
RAW,80.2,8263,7085,2.014,412
RAW,80.4,8267,7084,2.014,412
RAW,80.6,8266,7083,2.019,413
RAW,80.7,8271,7085,2.019,413
RAW,80.9,8275,7091,2.019,413
RAW,81.1,8270,7090,2.014,412
RAW,81.2,8271,7092,2.019,413
RAW,81.4,8272,7094,2.014,412
RAW,81.6,8262,7086,2.019,413
RAW,81.7,8249,7081,2.019,413
RAW,81.9,8224,7068,2.019,413
RAW,82.1,8211,7065,2.014,412
RAW,82.4,8201,7054,2.019,413
RAW,82.6,8192,7056,2.019,413
RAW,82.8,8193,7054,2.019,413
RAW,83.0,8196,7045,2.019,413
RAW,83.3,8189,7054,2.019,413
RAW,83.5,8198,7053,2.014,412
RAW,83.7,8203,7056,2.019,413
RAW,83.9,8205,7062,2.014,412
RAW,84.1,8215,7062,2.019,413
RAW,84.4,8222,7059,2.019,413
RAW,84.5,8224,7067,2.019,413
RAW,84.7,8228,7071,2.014,412
RAW,84.9,8228,7068,2.019,413
RAW,85.2,8238,7065,2.014,412
RAW,85.4,8233,7067,2.019,413
RAW,85.6,8240,7070,2.014,412
RAW,85.7,8242,7072,2.019,413
RAW,85.9,8240,7069,2.019,413
RAW,86.1,8249,7076,2.019,413
RAW,86.2,8246,7072,2.019,413
RAW,86.4,8254,7080,2.019,413
RAW,86.6,8248,7075,2.019,413
RAW,86.7,8255,7072,2.019,413
RAW,86.9,8249,7077,2.023,414
RAW,87.1,8254,7076,2.023,414
RAW,87.4,8259,7074,2.019,413
RAW,87.6,8257,7080,2.019,413
RAW,87.8,8258,7086,2.019,413
RAW,87.9,8263,7091,2.023,414
RAW,88.1,8266,7089,2.019,413
RAW,88.3,8268,7096,2.023,414
RAW,88.4,8266,7092,2.023,414
RAW,88.6,8260,7090,2.023,414
RAW,88.8,8254,7087,2.019,413
RAW,88.9,8235,7080,2.023,414
RAW,89.1,8223,7066,2.023,414
RAW,89.3,8195,7047,2.023,414
RAW,89.4,8192,7052,2.023,414
RAW,89.6,8186,7046,2.023,414
RAW,89.8,8186,7046,2.023,414
RAW,90.1,8190,7050,2.028,415
RAW,90.3,8195,7057,2.028,415
RAW,90.5,8192,7062,2.028,415
RAW,90.6,8199,7058,2.028,415
RAW,90.8,8206,7058,2.028,415
RAW,91.0,8207,7065,2.028,415
RAW,91.3,8212,7070,2.028,415
RAW,91.5,8221,7061,2.028,415
RAW,91.8,8228,7069,2.028,415
RAW,92.0,8226,7068,2.028,415
RAW,92.2,8228,7068,2.033,416
RAW,92.3,8233,7071,2.033,416
RAW,92.5,8236,7071,2.033,416
RAW,92.7,8242,7070,2.033,416
RAW,92.8,8236,7077,2.033,416
RAW,93.0,8235,7077,2.033,416
RAW,93.2,8246,7073,2.038,417
RAW,93.3,8244,7074,2.033,416
RAW,93.5,8244,7076,2.038,417
RAW,93.7,8247,7077,2.033,416
RAW,93.8,8251,7076,2.038,417
RAW,94.0,8259,7081,2.038,417
RAW,94.2,8256,7080,2.038,417
RAW,94.5,8252,7083,2.038,417
RAW,94.7,8257,7082,2.043,418
RAW,94.9,8253,7079,2.038,417
RAW,95.0,8261,7083,2.043,418
RAW,95.2,8260,7082,2.043,418
RAW,95.4,8264,7084,2.043,418
RAW,95.7,8264,7084,2.043,418
RAW,95.9,8266,7082,2.048,419
RAW,96.1,8263,7086,2.043,418
RAW,96.2,8264,7083,2.048,419
RAW,96.4,8248,7075,2.048,419
RAW,96.6,8235,7066,2.048,419
RAW,96.7,8231,7070,2.048,419
RAW,96.9,8225,7061,2.053,420
RAW,97.1,8221,7066,2.048,419
RAW,97.2,8224,7068,2.053,420
RAW,97.4,8223,7067,2.053,420
RAW,97.6,8222,7062,2.053,420
RAW,97.7,8228,7071,2.053,420
RAW,97.9,8225,7069,2.058,421
RAW,98.1,8223,7073,2.053,420
RAW,98.2,8222,7074,2.058,421
RAW,98.4,8227,7075,2.058,421
RAW,98.6,8219,7079,2.063,422
RAW,98.9,8230,7070,2.058,421
RAW,99.1,8226,7071,2.063,422
RAW,99.3,8234,7069,2.063,422
RAW,99.4,8231,7073,2.063,422
RAW,99.6,8231,7073,2.063,422
RAW,99.8,8235,7071,2.063,422
RAW,99.9,8231,7069,2.063,422
RAW,100.1,8233,7071,2.067,423
RAW,100.4,8239,7072,2.063,422
RAW,100.6,8241,7076,2.067,423
RAW,100.7,8244,7079,2.067,423
RAW,100.9,8247,7078,2.072,424
RAW,101.0,8255,7072,2.072,424
RAW,101.3,8253,7079,2.072,424
RAW,101.5,8259,7080,2.072,424
RAW,101.6,8261,7080,2.072,424
RAW,101.8,8259,7082,2.072,424
RAW,101.9,8256,7090,2.072,424
RAW,102.1,8257,7084,2.072,424
RAW,102.2,8254,7086,2.077,425
RAW,102.4,8256,7088,2.072,424
RAW,102.5,8257,7087,2.077,425
RAW,102.8,8259,7088,2.077,425
RAW,103.0,8253,7079,2.077,425
RAW,103.1,8253,7077,2.077,425
RAW,103.3,8239,7065,2.082,426
RAW,103.4,8227,7058,2.077,425
RAW,103.7,8204,7047,2.082,426
RAW,103.9,8202,7044,2.077,425
RAW,104.0,8195,7046,2.082,426
RAW,104.2,8199,7046,2.082,426
RAW,104.3,8200,7050,2.087,427
RAW,104.5,8193,7047,2.082,426
RAW,104.7,8196,7052,2.087,427
RAW,104.8,8199,7054,2.082,426
RAW,105.0,8200,7047,2.087,427
RAW,105.2,8206,7053,2.087,427
RAW,105.4,8208,7055,2.087,427
RAW,105.6,8213,7057,2.087,427
RAW,105.7,8213,7061,2.087,427
RAW,105.9,8214,7064,2.087,427
RAW,106.1,8226,7061,2.092,428
RAW,106.3,8227,7063,2.087,427
RAW,106.4,8220,7068,2.087,427
RAW,106.6,8229,7071,2.087,427
RAW,106.8,8237,7073,2.092,428
RAW,107.0,8232,7075,2.087,427
RAW,107.2,8230,7074,2.092,428
RAW,107.3,8237,7082,2.087,427
RAW,107.5,8238,7081,2.092,428
RAW,107.7,8237,7085,2.087,427
RAW,107.9,8238,7084,2.087,427
RAW,108.1,8238,7090,2.087,427
RAW,108.2,8237,7091,2.087,427
RAW,108.4,8243,7090,2.087,427
RAW,108.6,8247,7087,2.082,426
RAW,108.8,8251,7090,2.082,426
RAW,108.9,8256,7089,2.087,427
RAW,109.1,8255,7089,2.082,426
RAW,109.3,8255,7086,2.082,426
RAW,109.5,8266,7095,2.082,426
RAW,109.7,8272,7099,2.077,425
RAW,109.8,8263,7096,2.077,425
RAW,110.0,8270,7100,2.077,425
RAW,110.2,8269,7094,2.077,425
RAW,110.4,8258,7093,2.072,424
RAW,110.6,8236,7084,2.067,423
RAW,110.7,8225,7085,2.072,424
RAW,110.9,8212,7075,2.067,423
RAW,111.1,8209,7076,2.067,423
RAW,111.3,8210,7078,2.063,422
RAW,111.5,8214,7080,2.063,422
RAW,111.6,8211,7080,2.063,422
RAW,111.8,8214,7080,2.063,422
RAW,112.0,8220,7083,2.053,420
RAW,112.2,8219,7082,2.058,421
RAW,112.3,8219,7081,2.053,420
RAW,112.5,8215,7081,2.053,420
RAW,112.7,8223,7083,2.048,419
RAW,112.9,8226,7088,2.048,419
RAW,113.1,8228,7082,2.043,418
RAW,113.2,8227,7089,2.043,418
RAW,113.4,8231,7091,2.038,417
RAW,113.6,8234,7097,2.038,417
RAW,113.8,8231,7094,2.033,416
RAW,113.9,8227,7094,2.038,417
RAW,114.1,8241,7089,2.033,416
RAW,114.3,8229,7089,2.033,416
RAW,114.5,8234,7092,2.028,415
RAW,114.7,8230,7095,2.028,415
RAW,114.8,8233,7094,2.023,414
RAW,115.0,8230,7090,2.023,414
RAW,115.2,8232,7093,2.023,414
RAW,115.4,8239,7089,2.019,413
RAW,115.6,8238,7090,2.019,413
RAW,115.7,8247,7086,2.019,413
RAW,115.9,8242,7088,2.014,412
RAW,116.1,8252,7090,2.019,413
RAW,116.3,8250,7096,2.014,412
RAW,116.4,8255,7090,2.014,412
RAW,116.6,8258,7094,2.009,411
RAW,116.8,8265,7093,2.009,411
RAW,117.0,8262,7096,2.009,411
RAW,117.2,8263,7095,2.009,411
RAW,117.3,8266,7090,2.004,410
RAW,117.5,8245,7081,2.004,410
RAW,117.7,8221,7070,2.004,410
RAW,117.9,8212,7064,2.004,410
RAW,118.0,8195,7061,2.004,410
RAW,118.2,8201,7057,2.004,410
RAW,118.4,8194,7058,1.999,409
RAW,118.6,8190,7051,1.999,409
RAW,118.8,8188,7053,1.999,409
RAW,118.9,8189,7057,1.999,409
RAW,119.1,8191,7054,1.999,409
RAW,119.3,8197,7051,1.999,409
RAW,119.5,8195,7056,1.994,408
RAW,119.7,8189,7057,1.994,408
RAW,119.9,8206,7054,1.994,408
RAW,120.1,8208,7060,1.994,408
RAW,120.3,8202,7061,1.994,408
RAW,120.5,8214,7059,1.994,408
